Año;Departamento;Municipio;Semana;Mortalidad
2019;76 - Valle del Cauca;76001 - Cali;15;45
2019;76 - Valle del Cauca;76001 - Cali;16;39
2019;76 - Valle del Cauca;76001 - Cali;17;42
2019;76 - Valle del Cauca;76001 - Cali;18;45
2019;76 - Valle del Cauca;76001 - Cali;19;39
2019;76 - Valle del Cauca;76001 - Cali;20;31
2019;76 - Valle del Cauca;76001 - Cali;21;47
2019;76 - Valle del Cauca;76001 - Cali;22;49
2019;76 - Valle del Cauca;76001 - Cali;23;48
2019;76 - Valle del Cauca;76001 - Cali;24;39
2019;76 - Valle del Cauca;76001 - Cali;25;52
2019;76 - Valle del Cauca;76001 - Cali;26;40
2019;76 - Valle del Cauca;76001 - Cali;27;49
2019;76 - Valle del Cauca;76001 - Cali;28;65
2019;76 - Valle del Cauca;76001 - Cali;29;51
2019;76 - Valle del Cauca;76001 - Cali;30;44
2019;76 - Valle del Cauca;76001 - Cali;31;33
2019;76 - Valle del Cauca;76001 - Cali;32;41
2019;76 - Valle del Cauca;76001 - Cali;33;36
2019;76 - Valle del Cauca;76001 - Cali;34;43
2019;76 - Valle del Cauca;76001 - Cali;35;46
2019;76 - Valle del Cauca;76001 - Cali;36;52
2019;76 - Valle del Cauca;76001 - Cali;37;49
2019;76 - Valle del Cauca;76001 - Cali;38;44
2019;76 - Valle del Cauca;76001 - Cali;39;33
2019;76 - Valle del Cauca;76001 - Cali;40;43
2019;76 - Valle del Cauca;76001 - Cali;41;32
2019;76 - Valle del Cauca;76001 - Cali;42;33
2019;76 - Valle del Cauca;76001 - Cali;43;44
2019;76 - Valle del Cauca;76001 - Cali;44;38
2019;76 - Valle del Cauca;76001 - Cali;45;34
2019;76 - Valle del Cauca;76001 - Cali;46;39
2019;76 - Valle del Cauca;76001 - Cali;47;48
2019;76 - Valle del Cauca;76001 - Cali;48;43
2019;76 - Valle del Cauca;76001 - Cali;49;41
2019;76 - Valle del Cauca;76001 - Cali;50;54
2019;76 - Valle del Cauca;76001 - Cali;51;67
2019;76 - Valle del Cauca;76001 - Cali;52;55
2019;76 - Valle del Cauca;76001 - Cali;53;8
