Año;Departamento;Municipio;Semana;Mortalidad
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;15;121
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;16;112
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;17;137
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;18;115
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;19;102
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;20;134
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;21;112
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;22;128
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;23;120
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;24;105
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;25;110
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;26;121
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;27;138
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;28;118
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;29;135
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;30;113
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;31;110
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;32;116
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;33;127
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;34;131
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;35;104
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;36;121
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;37;128
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;38;104
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;39;97
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;40;88
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;41;91
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;42;101
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;43;110
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;44;114
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;45;106
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;46;95
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;47;114
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;48;127
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;49;137
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;50;105
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;51;127
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;52;114
2017;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;53;12
2017;76 - Valle del Cauca;76001 - Cali;1;49
2017;76 - Valle del Cauca;76001 - Cali;2;43
2017;76 - Valle del Cauca;76001 - Cali;3;50
2017;76 - Valle del Cauca;76001 - Cali;4;49
2017;76 - Valle del Cauca;76001 - Cali;5;48
2017;76 - Valle del Cauca;76001 - Cali;6;48
2017;76 - Valle del Cauca;76001 - Cali;7;47
2017;76 - Valle del Cauca;76001 - Cali;8;42
2017;76 - Valle del Cauca;76001 - Cali;9;40
2017;76 - Valle del Cauca;76001 - Cali;10;41
2017;76 - Valle del Cauca;76001 - Cali;11;32
2017;76 - Valle del Cauca;76001 - Cali;12;41
2017;76 - Valle del Cauca;76001 - Cali;13;36
2017;76 - Valle del Cauca;76001 - Cali;14;39
2017;76 - Valle del Cauca;76001 - Cali;15;45
2017;76 - Valle del Cauca;76001 - Cali;16;42
2017;76 - Valle del Cauca;76001 - Cali;17;31
2017;76 - Valle del Cauca;76001 - Cali;18;41
2017;76 - Valle del Cauca;76001 - Cali;19;40
2017;76 - Valle del Cauca;76001 - Cali;20;32
2017;76 - Valle del Cauca;76001 - Cali;21;53
2017;76 - Valle del Cauca;76001 - Cali;22;57
2017;76 - Valle del Cauca;76001 - Cali;23;50
2017;76 - Valle del Cauca;76001 - Cali;24;42
2017;76 - Valle del Cauca;76001 - Cali;25;37
2017;76 - Valle del Cauca;76001 - Cali;26;33
2017;76 - Valle del Cauca;76001 - Cali;27;39
2017;76 - Valle del Cauca;76001 - Cali;28;44
2017;76 - Valle del Cauca;76001 - Cali;29;33
2017;76 - Valle del Cauca;76001 - Cali;30;36
2017;76 - Valle del Cauca;76001 - Cali;31;33
2017;76 - Valle del Cauca;76001 - Cali;32;33
2017;76 - Valle del Cauca;76001 - Cali;33;35
2017;76 - Valle del Cauca;76001 - Cali;34;27
2017;76 - Valle del Cauca;76001 - Cali;35;34
2017;76 - Valle del Cauca;76001 - Cali;36;25
2017;76 - Valle del Cauca;76001 - Cali;37;30
2017;76 - Valle del Cauca;76001 - Cali;38;35
2017;76 - Valle del Cauca;76001 - Cali;39;39
2017;76 - Valle del Cauca;76001 - Cali;40;28
2017;76 - Valle del Cauca;76001 - Cali;41;34
2017;76 - Valle del Cauca;76001 - Cali;42;35
2017;76 - Valle del Cauca;76001 - Cali;43;29
2017;76 - Valle del Cauca;76001 - Cali;44;37
2017;76 - Valle del Cauca;76001 - Cali;45;41
2017;76 - Valle del Cauca;76001 - Cali;46;44
2017;76 - Valle del Cauca;76001 - Cali;47;43
2017;76 - Valle del Cauca;76001 - Cali;48;46
2017;76 - Valle del Cauca;76001 - Cali;49;52
2017;76 - Valle del Cauca;76001 - Cali;50;36
2017;76 - Valle del Cauca;76001 - Cali;51;35
2017;76 - Valle del Cauca;76001 - Cali;52;50
2017;76 - Valle del Cauca;76001 - Cali;53;6
2018;05 - Antioquia;05001 - Medellín;1;45
2018;05 - Antioquia;05001 - Medellín;2;65
2018;05 - Antioquia;05001 - Medellín;3;64
2018;05 - Antioquia;05001 - Medellín;4;66
2018;05 - Antioquia;05001 - Medellín;5;38
2018;05 - Antioquia;05001 - Medellín;6;63
2018;05 - Antioquia;05001 - Medellín;7;51
2018;05 - Antioquia;05001 - Medellín;8;52
2018;05 - Antioquia;05001 - Medellín;9;56
2018;05 - Antioquia;05001 - Medellín;10;61
2018;05 - Antioquia;05001 - Medellín;11;63
2018;05 - Antioquia;05001 - Medellín;12;68
2018;05 - Antioquia;05001 - Medellín;13;53
2018;05 - Antioquia;05001 - Medellín;14;44
2018;05 - Antioquia;05001 - Medellín;15;45
2018;05 - Antioquia;05001 - Medellín;16;63
2018;05 - Antioquia;05001 - Medellín;17;54
2018;05 - Antioquia;05001 - Medellín;18;55
2018;05 - Antioquia;05001 - Medellín;19;62
2018;05 - Antioquia;05001 - Medellín;20;49
2018;05 - Antioquia;05001 - Medellín;21;71
2018;05 - Antioquia;05001 - Medellín;22;64
2018;05 - Antioquia;05001 - Medellín;23;61
2018;05 - Antioquia;05001 - Medellín;24;56
2018;05 - Antioquia;05001 - Medellín;25;60
2018;05 - Antioquia;05001 - Medellín;26;66
2018;05 - Antioquia;05001 - Medellín;27;79
2018;05 - Antioquia;05001 - Medellín;28;52
2018;05 - Antioquia;05001 - Medellín;29;61
2018;05 - Antioquia;05001 - Medellín;30;64
2018;05 - Antioquia;05001 - Medellín;31;52
2018;05 - Antioquia;05001 - Medellín;32;64
2018;05 - Antioquia;05001 - Medellín;33;76
2018;05 - Antioquia;05001 - Medellín;34;64
2018;05 - Antioquia;05001 - Medellín;35;78
2018;05 - Antioquia;05001 - Medellín;36;64
2018;05 - Antioquia;05001 - Medellín;37;49
2018;05 - Antioquia;05001 - Medellín;38;57
2018;05 - Antioquia;05001 - Medellín;39;41
2018;05 - Antioquia;05001 - Medellín;40;51
2018;05 - Antioquia;05001 - Medellín;41;60
2018;05 - Antioquia;05001 - Medellín;42;60
2018;05 - Antioquia;05001 - Medellín;43;57
2018;05 - Antioquia;05001 - Medellín;44;58
2018;05 - Antioquia;05001 - Medellín;45;53
2018;05 - Antioquia;05001 - Medellín;46;85
2018;05 - Antioquia;05001 - Medellín;47;72
2018;05 - Antioquia;05001 - Medellín;48;82
2018;05 - Antioquia;05001 - Medellín;49;95
2018;05 - Antioquia;05001 - Medellín;50;74
2018;05 - Antioquia;05001 - Medellín;51;70
2018;05 - Antioquia;05001 - Medellín;52;91
2018;05 - Antioquia;05001 - Medellín;53;17
2018;08 - Atlántico;08001 - Barranquilla;1;19
2018;08 - Atlántico;08001 - Barranquilla;2;15
2018;08 - Atlántico;08001 - Barranquilla;3;28
2018;08 - Atlántico;08001 - Barranquilla;4;27
2018;08 - Atlántico;08001 - Barranquilla;5;20
2018;08 - Atlántico;08001 - Barranquilla;6;26
2018;08 - Atlántico;08001 - Barranquilla;7;19
2018;08 - Atlántico;08001 - Barranquilla;8;24
2018;08 - Atlántico;08001 - Barranquilla;9;32
2018;08 - Atlántico;08001 - Barranquilla;10;24
2018;08 - Atlántico;08001 - Barranquilla;11;25
2018;08 - Atlántico;08001 - Barranquilla;12;28
2018;08 - Atlántico;08001 - Barranquilla;13;30
2018;08 - Atlántico;08001 - Barranquilla;14;33
2018;08 - Atlántico;08001 - Barranquilla;15;20
2018;08 - Atlántico;08001 - Barranquilla;16;25
2018;08 - Atlántico;08001 - Barranquilla;17;21
2018;08 - Atlántico;08001 - Barranquilla;18;30
2018;08 - Atlántico;08001 - Barranquilla;19;22
2018;08 - Atlántico;08001 - Barranquilla;20;31
2018;08 - Atlántico;08001 - Barranquilla;21;28
2018;08 - Atlántico;08001 - Barranquilla;22;24
2018;08 - Atlántico;08001 - Barranquilla;23;30
2018;08 - Atlántico;08001 - Barranquilla;24;24
2018;08 - Atlántico;08001 - Barranquilla;25;42
2018;08 - Atlántico;08001 - Barranquilla;26;39
2018;08 - Atlántico;08001 - Barranquilla;27;33
2018;08 - Atlántico;08001 - Barranquilla;28;29
2018;08 - Atlántico;08001 - Barranquilla;29;39
2018;08 - Atlántico;08001 - Barranquilla;30;32
2018;08 - Atlántico;08001 - Barranquilla;31;29
2018;08 - Atlántico;08001 - Barranquilla;32;33
2018;08 - Atlántico;08001 - Barranquilla;33;46
2018;08 - Atlántico;08001 - Barranquilla;34;33
2018;08 - Atlántico;08001 - Barranquilla;35;32
2018;08 - Atlántico;08001 - Barranquilla;36;38
2018;08 - Atlántico;08001 - Barranquilla;37;38
2018;08 - Atlántico;08001 - Barranquilla;38;37
2018;08 - Atlántico;08001 - Barranquilla;39;26
2018;08 - Atlántico;08001 - Barranquilla;40;26
2018;08 - Atlántico;08001 - Barranquilla;41;29
2018;08 - Atlántico;08001 - Barranquilla;42;28
2018;08 - Atlántico;08001 - Barranquilla;43;26
2018;08 - Atlántico;08001 - Barranquilla;44;26
2018;08 - Atlántico;08001 - Barranquilla;45;21
2018;08 - Atlántico;08001 - Barranquilla;46;41
2018;08 - Atlántico;08001 - Barranquilla;47;21
2018;08 - Atlántico;08001 - Barranquilla;48;29
2018;08 - Atlántico;08001 - Barranquilla;49;36
2018;08 - Atlántico;08001 - Barranquilla;50;23
2018;08 - Atlántico;08001 - Barranquilla;51;30
2018;08 - Atlántico;08001 - Barranquilla;52;23
2018;08 - Atlántico;08001 - Barranquilla;53;7
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;1;104
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;2;125
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;3;102
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;4;112
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;5;116
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;6;101
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;7;111
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;8;106
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;9;99
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;10;112
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;11;110
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;12;105
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;13;98
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;14;104
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;15;95
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;16;118
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;17;122
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;18;107
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;19;132
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;20;125
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;21;160
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;22;152
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;23;157
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;24;140
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;25;143
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;26;133
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;27;133
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;28;127
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;29;124
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;30;120
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;31;123
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;32;115
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;33;96
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;34;105
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;35;111
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;36;103
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;37;94
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;38;89
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;39;102
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;40;120
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;41;103
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;42;112
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;43;72
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;44;108
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;45;94
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;46;105
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;47;112
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;48;110
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;49;114
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;50;131
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;51;121
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;52;133
2018;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;53;18
2018;76 - Valle del Cauca;76001 - Cali;1;42
2018;76 - Valle del Cauca;76001 - Cali;2;52
2018;76 - Valle del Cauca;76001 - Cali;3;48
2018;76 - Valle del Cauca;76001 - Cali;4;48
2018;76 - Valle del Cauca;76001 - Cali;5;40
2018;76 - Valle del Cauca;76001 - Cali;6;49
2018;76 - Valle del Cauca;76001 - Cali;7;34
2018;76 - Valle del Cauca;76001 - Cali;8;35
2018;76 - Valle del Cauca;76001 - Cali;9;27
2018;76 - Valle del Cauca;76001 - Cali;10;51
2018;76 - Valle del Cauca;76001 - Cali;11;38
2018;76 - Valle del Cauca;76001 - Cali;12;32
2018;76 - Valle del Cauca;76001 - Cali;13;42
2018;76 - Valle del Cauca;76001 - Cali;14;35
2018;76 - Valle del Cauca;76001 - Cali;15;44
2018;76 - Valle del Cauca;76001 - Cali;16;44
2018;76 - Valle del Cauca;76001 - Cali;17;36
2018;76 - Valle del Cauca;76001 - Cali;18;31
2018;76 - Valle del Cauca;76001 - Cali;19;36
2018;76 - Valle del Cauca;76001 - Cali;20;40
2018;76 - Valle del Cauca;76001 - Cali;21;55
2018;76 - Valle del Cauca;76001 - Cali;22;47
2018;76 - Valle del Cauca;76001 - Cali;23;48
2018;76 - Valle del Cauca;76001 - Cali;24;41
2018;76 - Valle del Cauca;76001 - Cali;25;55
2018;76 - Valle del Cauca;76001 - Cali;26;57
2018;76 - Valle del Cauca;76001 - Cali;27;48
2018;76 - Valle del Cauca;76001 - Cali;28;56
2018;76 - Valle del Cauca;76001 - Cali;29;42
2018;76 - Valle del Cauca;76001 - Cali;30;32
2018;76 - Valle del Cauca;76001 - Cali;31;43
2018;76 - Valle del Cauca;76001 - Cali;32;27
2018;76 - Valle del Cauca;76001 - Cali;33;41
2018;76 - Valle del Cauca;76001 - Cali;34;39
2018;76 - Valle del Cauca;76001 - Cali;35;35
2018;76 - Valle del Cauca;76001 - Cali;36;29
2018;76 - Valle del Cauca;76001 - Cali;37;38
2018;76 - Valle del Cauca;76001 - Cali;38;41
2018;76 - Valle del Cauca;76001 - Cali;39;35
2018;76 - Valle del Cauca;76001 - Cali;40;36
2018;76 - Valle del Cauca;76001 - Cali;41;24
2018;76 - Valle del Cauca;76001 - Cali;42;33
2018;76 - Valle del Cauca;76001 - Cali;43;35
2018;76 - Valle del Cauca;76001 - Cali;44;29
2018;76 - Valle del Cauca;76001 - Cali;45;35
2018;76 - Valle del Cauca;76001 - Cali;46;35
2018;76 - Valle del Cauca;76001 - Cali;47;39
2018;76 - Valle del Cauca;76001 - Cali;48;20
2018;76 - Valle del Cauca;76001 - Cali;49;37
2018;76 - Valle del Cauca;76001 - Cali;50;43
2018;76 - Valle del Cauca;76001 - Cali;51;32
2018;76 - Valle del Cauca;76001 - Cali;52;43
2018;76 - Valle del Cauca;76001 - Cali;53;11
2019;05 - Antioquia;05001 - Medellín;1;73
2019;05 - Antioquia;05001 - Medellín;2;58
2019;05 - Antioquia;05001 - Medellín;3;55
2019;05 - Antioquia;05001 - Medellín;4;69
2019;05 - Antioquia;05001 - Medellín;5;52
2019;05 - Antioquia;05001 - Medellín;6;64
2019;05 - Antioquia;05001 - Medellín;7;58
2019;05 - Antioquia;05001 - Medellín;8;58
2019;05 - Antioquia;05001 - Medellín;9;52
2019;05 - Antioquia;05001 - Medellín;10;57
2019;05 - Antioquia;05001 - Medellín;11;65
2019;05 - Antioquia;05001 - Medellín;12;63
2019;05 - Antioquia;05001 - Medellín;13;52
2019;05 - Antioquia;05001 - Medellín;14;57
2019;05 - Antioquia;05001 - Medellín;15;67
2019;05 - Antioquia;05001 - Medellín;16;62
2019;05 - Antioquia;05001 - Medellín;17;60
2019;05 - Antioquia;05001 - Medellín;18;77
2019;05 - Antioquia;05001 - Medellín;19;61
2019;05 - Antioquia;05001 - Medellín;20;48
2019;05 - Antioquia;05001 - Medellín;21;56
2019;05 - Antioquia;05001 - Medellín;22;66
2019;05 - Antioquia;05001 - Medellín;23;70
2019;05 - Antioquia;05001 - Medellín;24;77
2019;05 - Antioquia;05001 - Medellín;25;67
2019;05 - Antioquia;05001 - Medellín;26;77
2019;05 - Antioquia;05001 - Medellín;27;86
2019;05 - Antioquia;05001 - Medellín;28;72
2019;05 - Antioquia;05001 - Medellín;29;75
2019;05 - Antioquia;05001 - Medellín;30;64
2019;05 - Antioquia;05001 - Medellín;31;52
2019;05 - Antioquia;05001 - Medellín;32;73
2019;05 - Antioquia;05001 - Medellín;33;58
2019;05 - Antioquia;05001 - Medellín;34;77
2019;05 - Antioquia;05001 - Medellín;35;61
2019;05 - Antioquia;05001 - Medellín;36;63
2019;05 - Antioquia;05001 - Medellín;37;60
2019;05 - Antioquia;05001 - Medellín;38;43
2019;05 - Antioquia;05001 - Medellín;39;52
2019;05 - Antioquia;05001 - Medellín;40;65
2019;05 - Antioquia;05001 - Medellín;41;77
2019;05 - Antioquia;05001 - Medellín;42;59
2019;05 - Antioquia;05001 - Medellín;43;89
2019;05 - Antioquia;05001 - Medellín;44;71
2019;05 - Antioquia;05001 - Medellín;45;68
2019;05 - Antioquia;05001 - Medellín;46;58
2019;05 - Antioquia;05001 - Medellín;47;74
2019;05 - Antioquia;05001 - Medellín;48;77
2019;05 - Antioquia;05001 - Medellín;49;74
2019;05 - Antioquia;05001 - Medellín;50;76
2019;05 - Antioquia;05001 - Medellín;51;77
2019;05 - Antioquia;05001 - Medellín;52;78
2019;05 - Antioquia;05001 - Medellín;53;12
2019;08 - Atlántico;08001 - Barranquilla;1;25
2019;08 - Atlántico;08001 - Barranquilla;2;38
2019;08 - Atlántico;08001 - Barranquilla;3;32
2019;08 - Atlántico;08001 - Barranquilla;4;31
2019;08 - Atlántico;08001 - Barranquilla;5;34
2019;08 - Atlántico;08001 - Barranquilla;6;18
2019;08 - Atlántico;08001 - Barranquilla;7;26
2019;08 - Atlántico;08001 - Barranquilla;8;22
2019;08 - Atlántico;08001 - Barranquilla;9;21
2019;08 - Atlántico;08001 - Barranquilla;10;30
2019;08 - Atlántico;08001 - Barranquilla;11;32
2019;08 - Atlántico;08001 - Barranquilla;12;34
2019;08 - Atlántico;08001 - Barranquilla;13;30
2019;08 - Atlántico;08001 - Barranquilla;14;27
2019;08 - Atlántico;08001 - Barranquilla;15;21
2019;08 - Atlántico;08001 - Barranquilla;16;23
2019;08 - Atlántico;08001 - Barranquilla;17;25
2019;08 - Atlántico;08001 - Barranquilla;18;27
2019;08 - Atlántico;08001 - Barranquilla;19;15
2019;08 - Atlántico;08001 - Barranquilla;20;19
2019;08 - Atlántico;08001 - Barranquilla;21;33
2019;08 - Atlántico;08001 - Barranquilla;22;35
2019;08 - Atlántico;08001 - Barranquilla;23;31
2019;08 - Atlántico;08001 - Barranquilla;24;31
2019;08 - Atlántico;08001 - Barranquilla;25;24
2019;08 - Atlántico;08001 - Barranquilla;26;43
2019;08 - Atlántico;08001 - Barranquilla;27;36
2019;08 - Atlántico;08001 - Barranquilla;28;26
2019;08 - Atlántico;08001 - Barranquilla;29;48
2019;08 - Atlántico;08001 - Barranquilla;30;24
2019;08 - Atlántico;08001 - Barranquilla;31;34
2019;08 - Atlántico;08001 - Barranquilla;32;38
2019;08 - Atlántico;08001 - Barranquilla;33;33
2019;08 - Atlántico;08001 - Barranquilla;34;28
2019;08 - Atlántico;08001 - Barranquilla;35;36
2019;08 - Atlántico;08001 - Barranquilla;36;39
2019;08 - Atlántico;08001 - Barranquilla;37;32
2019;08 - Atlántico;08001 - Barranquilla;38;29
2019;08 - Atlántico;08001 - Barranquilla;39;35
2019;08 - Atlántico;08001 - Barranquilla;40;24
2019;08 - Atlántico;08001 - Barranquilla;41;34
2019;08 - Atlántico;08001 - Barranquilla;42;34
2019;08 - Atlántico;08001 - Barranquilla;43;28
2019;08 - Atlántico;08001 - Barranquilla;44;33
2019;08 - Atlántico;08001 - Barranquilla;45;33
2019;08 - Atlántico;08001 - Barranquilla;46;31
2019;08 - Atlántico;08001 - Barranquilla;47;41
2019;08 - Atlántico;08001 - Barranquilla;48;26
2019;08 - Atlántico;08001 - Barranquilla;49;25
2019;08 - Atlántico;08001 - Barranquilla;50;26
2019;08 - Atlántico;08001 - Barranquilla;51;28
2019;08 - Atlántico;08001 - Barranquilla;52;28
2019;08 - Atlántico;08001 - Barranquilla;53;4
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;1;141
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;2;154
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;3;149
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;4;117
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;5;114
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;6;110
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;7;109
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;8;102
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;9;111
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;10;97
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;11;90
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;12;123
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;13;118
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;14;105
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;15;110
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;16;103
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;17;108
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;18;117
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;19;131
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;20;133
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;21;124
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;22;148
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;23;149
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;24;139
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;25;161
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;26;135
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;27;139
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;28;135
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;29;130
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;30;133
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;31;126
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;32;104
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;33;125
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;34;97
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;35;116
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;36;103
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;37;135
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;38;118
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;39;115
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;40;105
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;41;110
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;42;108
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;43;129
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;44;103
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;45;132
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;46;116
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;47;132
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;48;112
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;49;109
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;50;132
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;51;122
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;52;123
2019;11 - Bogotá, D.C.;11111 - Bogotá, D.C.;53;13
2019;76 - Valle del Cauca;76001 - Cali;1;50
2019;76 - Valle del Cauca;76001 - Cali;2;41
2019;76 - Valle del Cauca;76001 - Cali;3;42
2019;76 - Valle del Cauca;76001 - Cali;4;54
2019;76 - Valle del Cauca;76001 - Cali;5;51
2019;76 - Valle del Cauca;76001 - Cali;6;37
2019;76 - Valle del Cauca;76001 - Cali;7;46
2019;76 - Valle del Cauca;76001 - Cali;8;43
2019;76 - Valle del Cauca;76001 - Cali;9;34
2019;76 - Valle del Cauca;76001 - Cali;10;43
2019;76 - Valle del Cauca;76001 - Cali;11;42
2019;76 - Valle del Cauca;76001 - Cali;12;42
2019;76 - Valle del Cauca;76001 - Cali;13;32
2019;76 - Valle del Cauca;76001 - Cali;14;30
