year(Fecha);Ciudad;Semana;RH;PS,,
2020;Medellin;32;84,50285714;81,66428571
2020;Barranquilla;32;81,08285714;100,5028571
2010;Barranquilla;33;85,00857143;100,6771429
2010;Bogota;33;80,31;82,47285714
2010;Cali;33;80,97857143;79,38714286
2010;Medellin;33;88,44285714;81,73142857
2011;Barranquilla;33;85,81857143;100,5
2011;Bogota;33;78,59428571;82,31857143
2012;Bogota;33;78,54;82,40285714
2012;Cali;33;83,24571429;79,33142857
2012;Medellin;33;90,13571429;81,68428571
2013;Barranquilla;33;80,59428571;100,4842857
2013;Bogota;33;79,45857143;82,34571429
2013;Cali;33;82,63714286;79,26285714
2013;Medellin;33;88,47285714;81,61714286
2014;Barranquilla;33;79,9;100,5228571
2014;Bogota;33;75,70285714;82,40714286
2014;Cali;33;73,28142857;79,30142857
2014;Medellin;33;84,09142857;81,68142857
2015;Barranquilla;33;83,24428571;100,4957143
2015;Bogota;33;70,41285714;82,35571429
2015;Cali;33;77,75714286;79,29571429
2015;Medellin;33;83,27714286;81,64142857
2016;Barranquilla;33;83,27571429;100,4714286
2016;Bogota;33;71,59428571;82,35571429
2016;Medellin;33;86,08857143;81,64571429
2017;Bogota;33;78,71571429;82,31571429
2017;Cali;33;83,61857143;79,26857143
2017;Medellin;33;88,25571429;81,61571429
2017;Barranquilla;33;86,08714286;100,4728571
2018;Bogota;33;77,59142857;82,46857143
2018;Cali;33;79,01;79,38142857
2018;Medellin;33;83,92285714;81,74571429
2018;Barranquilla;33;83,98428571;100,6485714
2019;Bogota;33;77,10428571;82,44714286
2019;Cali;33;77,98714286;79,35285714
2019;Medellin;33;85,34285714;81,71142857
2019;Barranquilla;33;86,29571429;100,6071429
2020;Bogota;33;77,56571429;82,23142857
2020;Cali;33;84,40285714;79,19285714
2020;Medellin;33;88,61428571;81,53857143
2020;Barranquilla;33;82,54285714;100,38
2010;Barranquilla;34;85,70428571;100,5871429
2010;Bogota;34;78,52285714;82,39857143
2010;Cali;34;80,40142857;79,33857143
2010;Medellin;34;89,90571429;81,66571429
2011;Barranquilla;34;82,72714286;100,6242857
2011;Bogota;34;78,35714286;82,42285714
2011;Cali;34;83,39428571;79,33285714
2011;Medellin;34;89,57571429;81,68428571
2012;Barranquilla;34;80,06;100,6142857
2012;Bogota;34;80,03714286;82,40285714
2012;Cali;34;83,03;79,32857143
2012;Medellin;34;90,71571429;81,68714286
2013;Barranquilla;34;81,2;100,4685714
2013;Bogota;34;77,93142857;82,31428571
2013;Cali;34;80,93285714;79,25
2013;Medellin;34;88,77571429;81,59428571
2014;Barranquilla;34;80,07;100,5257143
2014;Bogota;34;77,43571429;82,31142857
2014;Cali;34;80,09285714;79,25571429
2014;Medellin;34;90,56428571;81,59
2015;Barranquilla;34;82,56428571;100,4342857
2015;Bogota;34;73,01714286;82,28857143
2015;Cali;34;78,22857143;79,23857143
2015;Medellin;34;87,58857143;81,58428571
2016;Barranquilla;34;81,73428571;100,4814286
2016;Bogota;34;68,03571429;82,36857143
2016;Cali;34;72,62;79,28
2016;Medellin;34;83,34285714;81,66
2017;Bogota;34;76,77285714;82,36142857
2017;Cali;34;81,68428571;79,28714286
2017;Medellin;34;87,39428571;81,65285714
2017;Barranquilla;34;84,46571429;100,5514286
2018;Bogota;34;77,43571429;82,42857143
2018;Cali;34;78,56857143;79,33142857
2018;Medellin;34;83,50428571;81,69571429
2018;Barranquilla;34;85,82142857;100,57
2019;Bogota;34;76,25857143;82,45571429
2019;Cali;34;75,74571429;79,35
2019;Medellin;34;82,00428571;81,71714286
2019;Barranquilla;34;83,93857143;100,5557143
2020;Bogota;34;79,81857143;82,34571429
2020;Barranquilla;34;82,99714286;100,5642857
2010;Barranquilla;35;84,57285714;100,6157143
2010;Bogota;35;77,73;82,39142857
2010;Cali;35;80,73857143;79,32714286
2010;Medellin;35;91,55285714;81,66285714
2011;Barranquilla;35;84,04857143;100,5928571
2011;Bogota;35;75,49285714;82,39428571
2011;Cali;35;78,78285714;79,31571429
2011;Medellin;35;85,30857143;81,68571429
2012;Bogota;35;76,82;82,42285714
2012;Cali;35;75,16714286;79,30857143
2012;Medellin;35;83,87285714;81,7
2013;Barranquilla;35;82,15857143;100,5971429
2013;Bogota;35;77,71;82,41285714
2013;Cali;35;77,39428571;79,31571429
2013;Medellin;35;87,52571429;81,68142857
2014;Barranquilla;35;79,73;100,5385714
2014;Bogota;35;75,44714286;82,39142857
2014;Cali;35;77,52142857;79,30857143
2014;Medellin;35;83,66285714;81,67714286
2015;Barranquilla;35;80,87142857;100,5
2015;Bogota;35;69,02714286;82,39857143
2015;Cali;35;72,43857143;79,31714286
2015;Medellin;35;82,53571429;81,67714286
2016;Barranquilla;35;82,66428571;100,5985714
2016;Bogota;35;70,25285714;82,40714286
2016;Cali;35;77,07857143;79,35
2016;Medellin;35;88,32714286;81,70285714
2017;Bogota;35;77,14428571;82,43142857
2017;Cali;35;81,08714286;79,36142857
2017;Medellin;35;87,57428571;81,71285714
2017;Barranquilla;35;84,37571429;100,6128571
2018;Bogota;35;76,92714286;82,34142857
2018;Cali;35;81,15571429;79,26714286
2018;Medellin;35;84,95714286;81,62285714
2018;Barranquilla;35;86,22571429;100,5057143
2019;Bogota;35;73,97142857;82,37142857
2019;Cali;35;75,08571429;79,29428571
2019;Medellin;35;79,59714286;81,64571429
2019;Barranquilla;35;85,16571429;100,4728571
2020;Bogota;35;78,07857143;82,39
2020;Cali;35;82,38571429;79,33571429
2020;Medellin;35;88,98714286;81,67857143
2020;Barranquilla;35;81,64857143;100,6085714
2010;Bogota;36;78,72428571;82,49714286
2010;Cali;36;80,85857143;79,42571429
2010;Medellin;36;90,39571429;81,75714286
2011;Barranquilla;36;82,25714286;100,6157143
2011;Bogota;36;77,78142857;82,40142857
2011;Cali;36;81,46857143;79,33
2011;Medellin;36;88,21;81,67714286
2012;Barranquilla;36;84,99428571;100,6314286
2012;Bogota;36;75,20571429;82,47
2012;Cali;36;75,83;79,38142857
2012;Medellin;36;84,85;81,74714286
2013;Barranquilla;36;82,92571429;100,6257143
2013;Bogota;36;79,21428571;82,39857143
2014;Bogota;36;74,27;82,30714286
2014;Cali;36;77,41571429;79,25142857
2014;Medellin;36;84,89714286;81,60571429
2015;Barranquilla;36;82,69571429;100,4142857
2015;Cali;36;76,81285714;79,25714286
2015;Medellin;36;82,36142857;81,59857143
2016;Barranquilla;36;83,22285714;100,6557143
2016;Bogota;36;72,39285714;82,44142857
2016;Cali;36;77,81;79,37571429
2016;Medellin;36;88,60857143;81,73142857
2017;Bogota;36;79,00428571;82,38142857
2017;Cali;36;83,80428571;79,32285714
2017;Barranquilla;36;84,05285714;100,5985714
2018;Bogota;36;77,09428571;82,35857143
2018;Cali;36;78,68142857;79,27428571
2018;Medellin;36;86,75857143;81,63142857
2018;Barranquilla;36;85,61428571;100,5485714
2019;Bogota;36;73,13;82,45571429
2019;Cali;36;74,37857143;79,37428571
2019;Medellin;36;77,17571429;81,72428571
2019;Barranquilla;36;84,66857143;100,5857143
2020;Bogota;36;79,13285714;82,30285714
2020;Cali;36;83,61142857;79,25285714
2020;Medellin;36;89,17428571;81,58142857
2020;Barranquilla;36;82,11571429;100,49
2010;Barranquilla;37;81,25857143;100,5242857
2010;Bogota;37;76,52428571;82,31285714
2010;Cali;37;79,90285714;79,25428571
2010;Medellin;37;89,29571429;81,57714286
2011;Barranquilla;37;83,98857143;100,6857143
2011;Bogota;37;76,91428571;82,45428571
2011;Cali;37;80,22285714;79,36714286
2011;Medellin;37;87,00142857;81,72714286
2012;Barranquilla;37;83,46571429;100,5342857
2012;Bogota;37;75,46285714;82,36571429
2012;Cali;37;75,82142857;79,28142857
2012;Medellin;37;85,18428571;81,65428571
2013;Barranquilla;37;83,94428571;100,4585714
2013;Bogota;37;81,16571429;82,26142857
2013;Cali;37;83,83142857;79,20428571
2014;Barranquilla;37;83,14857143;100,5171429
2014;Bogota;37;76,52857143;82,31857143
2014;Cali;37;81,37428571;79,27
2014;Medellin;37;91,00714286;81,61571429
2015;Barranquilla;37;83,30285714;100,5114286
2015;Bogota;37;67,84285714;82,37857143
2015;Cali;37;73,20142857;79,31285714
2015;Medellin;37;80,58571429;81,66714286
2016;Barranquilla;37;86,33428571;100,66
2016;Bogota;37;75,09142857;82,45714286
2016;Cali;37;83,30714286;79,39857143
2016;Medellin;37;88,27571429;81,75
2017;Barranquilla;37;84,31428571;100,6057143
2017;Bogota;37;75,42285714;82,38714286
2017;Cali;37;82,58285714;79,34857143
2018;Bogota;37;81,26857143;82,29857143
2018;Cali;37;86,82571429;79,24285714
2018;Medellin;37;90,53;81,57571429
2018;Barranquilla;37;83,24285714;100,5
2019;Bogota;37;74,27857143;82,33285714
2019;Cali;37;75,55285714;79,27142857
2019;Medellin;37;79,15;81,61142857
2020;Bogota;37;74,90142857;82,36571429
2020;Cali;37;79,08714286;79,30285714
2020;Medellin;37;86,86;81,64714286
2010;Barranquilla;38;82,91857143;100,6128571
2010;Bogota;38;80,69571429;82,31
2010;Cali;38;84,62714286;79,24285714
2010;Medellin;38;90,08571429;81,58857143
2011;Barranquilla;38;82,78571429;100,6314286
2011;Bogota;38;78,75285714;82,39285714
2011;Cali;38;84,06;79,32
2011;Medellin;38;90,31571429;81,66285714
2012;Barranquilla;38;84,31857143;100,5157143
2012;Bogota;38;75,98142857;82,35
2012;Cali;38;80,26285714;79,29714286
2012;Medellin;38;90,37857143;81,64714286
2013;Barranquilla;38;84,35142857;100,4657143
2013;Bogota;38;73,86571429;82,32571429
2013;Cali;38;75,69571429;79,26142857
2013;Medellin;38;85,41857143;81,62428571
2014;Barranquilla;38;83,28857143;100,6171429
2014;Bogota;38;81,35428571;82,39428571
2014;Cali;38;85,23857143;79,33
2014;Medellin;38;89,16;81,66857143
2015;Barranquilla;38;85,81571429;100,3771429
2015;Bogota;38;69,97285714;82,25714286
2015;Cali;38;77,18285714;79,20285714
2015;Medellin;38;86,17142857;81,54857143
2016;Bogota;38;70,31428571;82,36142857
2016;Cali;38;76,53428571;79,27857143
2016;Medellin;38;86,29285714;81,64571429
2017;Barranquilla;38;82,97571429;100,5428571
2017;Bogota;38;79,63714286;82,36714286
2017;Medellin;38;90,68142857;81,63714286
2018;Bogota;38;74,36285714;82,26142857
2018;Cali;38;77,75428571;79,19857143
2018;Medellin;38;84,65285714;81,55
2018;Barranquilla;38;85,65714286;100,3971429
2019;Bogota;38;82,3;82,39285714
2019;Cali;38;86,22285714;79,34571429
2019;Medellin;38;90,10428571;81,65857143
2019;Barranquilla;38;80,69142857;100,6485714
2020;Cali;38;83,10428571;79,3
2020;Barranquilla;38;80,52;100,5657143
2010;Barranquilla;39;83,01428571;100,6442857
2010;Bogota;39;82,62285714;82,30857143
2010;Cali;39;84,16857143;79,25714286
2010;Medellin;39;90,85571429;81,59571429
2011;Barranquilla;39;84,6;100,5328571
2011;Cali;39;80,57428571;79,28428571
2011;Medellin;39;87,93571429;81,63285714
2012;Barranquilla;39;82,63714286;100,5871429
2012;Bogota;39;78,21428571;82,37285714
2012;Cali;39;81,66142857;79,29142857
2012;Medellin;39;90,03571429;81,65714286
2013;Barranquilla;39;84,51142857;100,5528571
2013;Bogota;39;76,8;82,34428571
2013;Cali;39;79,46428571;79,29285714
2013;Medellin;39;89,97;81,64428571
2014;Barranquilla;39;82,69571429;100,5128571
2014;Cali;39;76,27571429;79,27285714
2014;Medellin;39;87,14285714;81,62571429
2015;Barranquilla;39;84,16142857;100,3585714
2015;Cali;39;71,39285714;79,19
2015;Medellin;39;78,30857143;81,53857143
2016;Barranquilla;39;84,00142857;100,56
2016;Bogota;39;69,99571429;82,38285714
2016;Cali;39;79,40428571;79,33285714
2016;Medellin;39;87,52571429;81,68714286
2017;Barranquilla;39;83,66571429;100,5128571
2017;Bogota;39;77,79142857;82,30428571
2017;Cali;39;83,85571429;79,25857143
2017;Medellin;39;90,46714286;81,57857143
2018;Bogota;39;76,36428571;82,26714286
2018;Cali;39;81,42428571;79,21285714
2018;Medellin;39;89,01571429;81,54285714
2018;Barranquilla;39;86,16714286;100,4714286
2019;Bogota;39;76,40714286;82,41857143
2019;Cali;39;84,14571429;79,37
2019;Medellin;39;87,99428571;81,68714286
2019;Barranquilla;39;80,84714286;100,6114286
2020;Bogota;39;73,83428571;82,35428571
2020;Cali;39;79,64857143;79,30142857
2020;Medellin;39;85,58285714;81,64
2020;Barranquilla;39;80,44;100,5485714
2010;Barranquilla;40;85,77857143;100,6214286
2010;Bogota;40;83,99714286;82,36285714
2010;Cali;40;85,95714286;79,30571429
2010;Medellin;40;92,55857143;81,63285714
2011;Barranquilla;40;84,69428571;100,5071429
2011;Bogota;40;83,74428571;82,29428571
2011;Cali;40;88,94857143;79,24857143
2011;Medellin;40;93,25571429;81,56428571
2012;Barranquilla;40;84,23857143;100,5071429
2012;Bogota;40;78,94571429;82,31571429
2012;Cali;40;81,46857143;79,25857143
2012;Medellin;40;89,2;81,59428571
2013;Barranquilla;40;84,65428571;100,5185714
2013;Bogota;40;77,78;82,33142857
2013;Cali;40;78,25;79,26857143
2013;Medellin;40;88,12714286;81,62142857
2014;Barranquilla;40;85,49428571;100,4385714
2014;Bogota;40;78,38857143;82,29428571
2014;Medellin;40;89,11142857;81,58142857
2015;Barranquilla;40;82,93571429;100,4257143
2015;Bogota;40;66,89285714;82,26285714
2015;Cali;40;78,44857143;79,22285714
2015;Medellin;40;82,03857143;81,55428571
2016;Barranquilla;40;85,55;100,4371429
2016;Cali;40;86,70714286;79,23428571
2017;Barranquilla;40;83,52857143;100,6114286
2017;Bogota;40;80,88857143;82,32714286
2017;Cali;40;88,21;79,27285714
2017;Medellin;40;90,84857143;81,62
2018;Bogota;40;81,24857143;82,33714286
2018;Cali;40;84,20285714;79,27
2018;Medellin;40;91,38571429;81,60571429
2018;Barranquilla;40;84,27571429;100,63
2019;Bogota;40;79,05857143;82,32142857
2019;Cali;40;86,71857143;79,27428571
2019;Medellin;40;87,80714286;81,62142857
2019;Barranquilla;40;83,68428571;100,5371429
2020;Cali;40;80,99285714;79,23571429
2020;Medellin;40;86,56;81,57285714
2020;Barranquilla;40;80,37;100,5042857
2010;Bogota;41;76,41285714;82,33857143
2010;Cali;41;77,95714286;79,27
2010;Medellin;41;86,38;81,62714286
2011;Barranquilla;41;82,34285714;100,5942857
2011;Bogota;41;85,62428571;82,29571429
2011;Cali;41;87,62;79,24714286
2012;Barranquilla;41;83,23571429;100,5642857
2012;Bogota;41;81,32428571;82,32714286
2012;Medellin;41;90,19857143;81,61571429
2013;Barranquilla;41;85,45571429;100,4614286
2013;Bogota;41;79,87142857;82,27
2013;Cali;41;86,41285714;79,21285714
2013;Medellin;41;90,63857143;81,56
2014;Barranquilla;41;86,97857143;100,5542857
2014;Bogota;41;83,93;82,31142857
2014;Cali;41;86,82;79,25714286
2014;Medellin;41;92,35714286;81,58857143
2015;Barranquilla;41;86,42857143;100,4814286
2015;Bogota;41;73,40285714;82,29571429
2015;Medellin;41;90,64;81,58
2016;Barranquilla;41;86,02;100,4914286
2016;Cali;41;88,05571429;79,23
2017;Barranquilla;41;84,08428571;100,42
2017;Bogota;41;80,00428571;82,26
2017;Cali;41;84,96714286;79,20428571
2017;Medellin;41;87,80714286;81,54
2018;Bogota;41;86,53;82,40714286
2018;Cali;41;84,80571429;79,36142857
2018;Medellin;41;89,01285714;81,68857143
2019;Bogota;41;79,04714286;82,26285714
2019;Cali;41;85,28428571;79,21
2019;Medellin;41;88,96142857;81,53571429
2019;Barranquilla;41;83,90428571;100,49
2020;Bogota;41;70,53571429;82,37285714
2020;Cali;41;79,35428571;79,31857143
2020;Medellin;41;84,88714286;81,64857143
2020;Barranquilla;41;79,16142857;100,5328571
2010;Barranquilla;42;84,93428571;100,6571429
2010;Bogota;42;82,77571429;82,37571429
2010;Cali;42;86,83571429;79,31428571
2010;Medellin;42;92,15714286;81,64714286
2011;Barranquilla;42;86,66428571;100,7357143
2011;Bogota;42;89,20285714;82,36142857
2011;Cali;42;88,91714286;79,32714286
2011;Medellin;42;88,89857143;81,66571429
2012;Barranquilla;42;85,43428571;100,5828571
2012;Bogota;42;88,46714286;82,30857143
2012;Cali;42;89,31714286;79,25714286
2012;Medellin;42;92,22142857;81,56428571
2013;Bogota;42;80,26142857;82,33571429
2013;Cali;42;84,71142857;79,28142857
2013;Medellin;42;90,41428571;81,62428571
2014;Barranquilla;42;83,84285714;100,6685714
2014;Bogota;42;80,58571429;82,38857143
2014;Cali;42;84,72714286;79,32142857
2014;Medellin;42;91,38714286;81,66428571
2015;Barranquilla;42;84,53714286;100,54
2015;Bogota;42;72,74714286;82,37142857
2015;Cali;42;79,72142857;79,31142857
2016;Barranquilla;42;85,94428571;100,5371429
2016;Bogota;42;74,51857143;82,31
2016;Cali;42;81,42;79,26857143
2016;Medellin;42;90,53285714;81,60714286
2017;Barranquilla;42;85,29428571;100,3542857
2017;Bogota;42;77,75571429;82,25857143
2017;Cali;42;83,76428571;79,2
2017;Medellin;42;87,74142857;81,55
2018;Barranquilla;42;83,53142857;100,5214286
2018;Bogota;42;84,75285714;82,27714286
2018;Medellin;42;92,66142857;81,55571429
2019;Bogota;42;81,99714286;82,39142857
2019;Cali;42;87,86571429;79,34
2019;Medellin;42;91,79428571;81,66857143
2019;Barranquilla;42;83,30428571;100,6571429
2020;Bogota;42;69,54571429;82,22571429
2020;Cali;42;81,97714286;79,16857143
2020;Medellin;42;88,24;81,49142857
2020;Barranquilla;42;80,51285714;100,3957143
2010;Barranquilla;43;84,29428571;100,4985714
2010;Bogota;43;84,47428571;82,25714286
2010;Cali;43;88,61;79,22142857
2010;Medellin;43;91,79285714;81,53857143
2011;Barranquilla;43;82,35571429;100,4971429
2011;Cali;43;87,78142857;79,17857143
2011;Medellin;43;89,95714286;81,50285714
2012;Barranquilla;43;83,89142857;100,4342857
2012;Bogota;43;81,21571429;82,20857143
2013;Barranquilla;43;84,29;100,4771429
2013;Bogota;43;76,92857143;82,29
2013;Cali;43;82,48571429;79,23285714
2013;Medellin;43;89,40285714;81,59
2014;Barranquilla;43;83,78285714;100,5442857
2014;Bogota;43;84,72;82,33571429
2014;Medellin;43;92,17;81,60142857
2015;Barranquilla;43;80,91714286;100,5842857
2015;Bogota;43;76,42857143;82,38571429
2015;Cali;43;82,07571429;79,32428571
2016;Bogota;43;82,67142857;82,26
2016;Cali;43;87,12142857;79,23
2016;Medellin;43;91,25;81,55
2017;Barranquilla;43;83,07142857;100,54
2017;Bogota;43;82,55857143;82,32285714
2017;Cali;43;89,00142857;79,25571429
2017;Medellin;43;91,43285714;81,61285714
2018;Bogota;43;83,76285714;82,29571429
2018;Cali;43;85,90857143;79,24142857
2018;Medellin;43;92,55142857;81,54428571
2019;Bogota;43;82,80428571;82,28571429
2019;Cali;43;87,91428571;79,22571429
2019;Medellin;43;90,42;81,55285714
2019;Barranquilla;43;83,86428571;100,5114286
2020;Bogota;43;72,07285714;82,3
2020;Cali;43;84,16;79,26714286
2020;Medellin;43;88,51571429;81,59714286
2010;Barranquilla;44;86,09142857;100,4871429
2010;Bogota;44;86,18;82,26857143
2010;Cali;44;88,86;79,22714286
2010;Medellin;44;92,97428571;81,53428571
2011;Bogota;44;83,48;82,25
2011;Cali;44;85,45428571;79,18428571
2011;Medellin;44;90,67857143;81,52428571
2012;Barranquilla;44;84,03571429;100,6014286
2012;Bogota;44;80,29428571;82,32142857
2012;Cali;44;85,56428571;79,27142857
2012;Medellin;44;90,26857143;81,59571429
2013;Barranquilla;44;80,81142857;100,5457143
2013;Bogota;44;88,54571429;82,27428571
2013;Cali;44;90,61285714;79,24142857
2013;Medellin;44;91,14857143;81,54428571
2014;Barranquilla;44;84,34142857;100,4785714
2014;Bogota;44;83,75571429;82,25428571
2014;Cali;44;89,62571429;79,21285714
2014;Medellin;44;91,22142857;81,54285714
2015;Barranquilla;44;81,66142857;100,58
2015;Bogota;44;80,49428571;82,34857143
2015;Medellin;44;89,92428571;81,62571429
2016;Barranquilla;44;83,82428571;100,5428571
2016;Bogota;44;84,97285714;82,3
2016;Cali;44;88,08142857;79,24714286
2016;Medellin;44;91,67714286;81,58
2017;Barranquilla;44;81,34285714;100,56
2017;Bogota;44;87,26571429;82,30857143
2017;Cali;44;90,60285714;79,26714286
2017;Medellin;44;90,50285714;81,59285714
2018;Barranquilla;44;83,71714286;100,5728571
2018;Bogota;44;80,13714286;82,33142857
2018;Cali;44;86,30428571;79,28428571
2018;Medellin;44;92,23;81,61142857
2019;Bogota;44;83,08;82,24571429
2019;Cali;44;86,51714286;79,19857143
2019;Medellin;44;89,14285714;81,54285714
2019;Barranquilla;44;85,41142857;100,44
2020;Bogota;44;80,45571429;82,27285714
2020;Cali;44;86,86714286;79,25142857
2020;Medellin;44;89,45571429;81,55428571
2020;Barranquilla;44;77,57142857;100,5285714
2010;Barranquilla;45;86,40857143;100,5571429
2010;Bogota;45;87,20571429;82,25142857
2010;Cali;45;89,50571429;79,21142857
2010;Medellin;45;91,17714286;81,51857143
2011;Barranquilla;45;85,51857143;100,4585714
2011;Cali;45;89,58571429;79,18
2011;Medellin;45;91,90142857;81,52142857
2012;Barranquilla;45;83,84428571;100,42
2012;Bogota;45;78,62285714;82,21
2012;Cali;45;84,97571429;79,17428571
2012;Medellin;45;88,59142857;81,51142857
2013;Barranquilla;45;83,87571429;100,5185714
2013;Bogota;45;86,70857143;82,25285714
2013;Cali;45;88,75428571;79,20285714
2013;Medellin;45;91,07142857;81,52428571
2014;Barranquilla;45;85,99;100,5371429
2014;Bogota;45;86,42571429;82,27714286
2014;Medellin;45;94,62142857;81,53285714
2015;Barranquilla;45;83,24857143;100,5157143
2015;Bogota;45;81,34;82,32285714
2015;Cali;45;85,25142857;79,26142857
2015;Medellin;45;91,84285714;81,60428571
2016;Barranquilla;45;84,72428571;100,5485714
2016;Bogota;45;82,61857143;82,31857143
2016;Cali;45;88,10571429;79,26142857
2016;Medellin;45;91,67;81,60285714
2017;Barranquilla;45;84,19571429;100,4614286
2017;Bogota;45;86,30285714;82,2
2017;Cali;45;89,43428571;79,15571429
2017;Medellin;45;92,72428571;81,47
2018;Barranquilla;45;84,74142857;100,4585714
2018;Bogota;45;85,35857143;82,22285714
2018;Cali;45;89,90428571;79,17285714
2018;Medellin;45;92,45428571;81,49714286
2019;Bogota;45;82,48;82,20571429
2019;Cali;45;88,24142857;79,15571429
2019;Medellin;45;89,52428571;81,49285714
2020;Bogota;45;81,2;82,3
2020;Cali;45;85,88857143;79,24142857
2020;Medellin;45;89,98571429;81,58285714
2020;Barranquilla;45;77,64428571;100,5885714
2010;Barranquilla;46;86,70428571;100,6571429
2010;Cali;46;91,61714286;79,29285714
2011;Barranquilla;46;83,96857143;100,51
2011;Bogota;46;89,43285714;82,24857143
2011;Cali;46;89,96285714;79,20142857
2011;Medellin;46;93,62714286;81,51857143
2012;Barranquilla;46;83,01428571;100,51
2012;Bogota;46;87,15142857;82,26857143
2012;Cali;46;88,57;79,21
2012;Medellin;46;93,1;81,54428571
2013;Barranquilla;46;83,07857143;100,3471429
2013;Bogota;46;84,48714286;82,15428571
2013;Cali;46;88,57428571;79,11857143
2013;Medellin;46;92,79857143;81,44285714
2014;Barranquilla;46;83,27857143;100,5757143
2014;Bogota;46;85,96285714;82,33428571
2014;Cali;46;87,45142857;79,29285714
2014;Medellin;46;91,19857143;81,62571429
2015;Barranquilla;46;86,49857143;100,3785714
2015;Bogota;46;78,37;82,18857143
2015;Cali;46;84,20142857;79,13142857
2015;Medellin;46;90,02857143;81,47428571
2016;Barranquilla;46;84,42;100,4828571
2016;Bogota;46;85,11428571;82,23285714
2016;Cali;46;88,85714286;79,20571429
2016;Medellin;46;90,29857143;81,52
2017;Bogota;46;87,01428571;82,23
2017;Cali;46;89,10428571;79,21857143
2017;Medellin;46;90,81285714;81,54285714
2018;Barranquilla;46;87,21571429;100,4242857
2018;Cali;46;88,00714286;79,2
2018;Medellin;46;93,89571429;81,53142857
2019;Bogota;46;89,09142857;82,23714286
2019;Cali;46;92,36;79,20571429
2019;Medellin;46;93,94285714;81,50857143
2019;Barranquilla;46;84,03142857;100,5128571
2020;Bogota;46;85,18142857;82,34714286
2020;Cali;46;88,59285714;79,31142857
2020;Medellin;46;88,78;81,63714286
2010;Barranquilla;47;84,32428571;100,5
2010;Bogota;47;85,54;82,18857143
2010;Cali;47;90,76142857;79,14285714
2010;Medellin;47;91,69428571;81,47857143
2011;Barranquilla;47;83,65857143;100,6442857
2011;Bogota;47;88,22285714;82,33714286
2011;Cali;47;90,16571429;79,27714286
2011;Medellin;47;92,00142857;81,61
2012;Barranquilla;47;83,45428571;100,5214286
2012;Bogota;47;85,95142857;82,25857143
2012;Cali;47;87,83714286;79,23142857
2012;Medellin;47;91,90571429;81,55571429
2013;Barranquilla;47;80,69428571;100,5028571
2013;Bogota;47;86,63571429;82,23571429
2013;Cali;47;90,66142857;79,18428571
2014;Barranquilla;47;81,32428571;100,48
2014;Bogota;47;85,37571429;82,25714286
2014;Cali;47;90,39428571;79,21571429
2014;Medellin;47;92,61857143;81,53714286
2015;Barranquilla;47;81,48714286;100,41
2015;Bogota;47;83,16714286;82,19142857
2015;Cali;47;86,43;79,13714286
2015;Medellin;47;91,62857143;81,46428571
2016;Barranquilla;47;83,67;100,5085714
2016;Bogota;47;85,16142857;82,22
2016;Cali;47;85,67714286;79,18142857
2016;Medellin;47;88,54714286;81,51571429
2017;Barranquilla;47;82,64285714;100,5214286
2017;Bogota;47;86,72;82,23714286
2017;Medellin;47;92,12714286;81,52285714
2018;Barranquilla;47;84,52428571;100,4985714
2018;Bogota;47;86,20857143;82,27285714
2018;Cali;47;90,42428571;79,23285714
2018;Medellin;47;93,17142857;81,55285714
2019;Bogota;47;87,72285714;82,29
2019;Medellin;47;89,30714286;81,55714286
2019;Barranquilla;47;80,61714286;100,5842857
2020;Bogota;47;80,72142857;82,26285714
2020;Cali;47;88,91428571;79,22142857
2020;Medellin;47;90,26142857;81,54857143
2020;Barranquilla;47;79,71714286;100,5171429
2010;Barranquilla;48;86,60714286;100,4742857
2010;Bogota;48;87,68285714;82,17571429
2010;Cali;48;90,30571429;79,13
2010;Medellin;48;92,94857143;81,46142857
2011;Barranquilla;48;84,6;100,5185714
2011;Bogota;48;88,36714286;82,22285714
2011;Cali;48;89,91428571;79,18285714
2011;Medellin;48;92,53857143;81,49857143
2012;Barranquilla;48;79,87714286;100,5657143
2012;Bogota;48;84,82714286;82,30428571
2012;Cali;48;89,72857143;79,27142857
2012;Medellin;48;91,92285714;81,58857143
2013;Barranquilla;48;78,78571429;100,5071429
2013;Bogota;48;86,56857143;82,21
2013;Cali;48;91,12142857;79,16142857
2013;Medellin;48;92,62714286;81,48285714
2014;Barranquilla;48;81,63285714;100,4257143
2014;Bogota;48;80,66;82,18428571
2014;Cali;48;84,15857143;79,13857143
2014;Medellin;48;90,76;81,48714286
2015;Barranquilla;48;82,9;100,3357143
2015;Cali;48;80,53285714;79,13142857
2015;Medellin;48;88,04857143;81,47
2016;Barranquilla;48;84,48857143;100,4942857
2016;Bogota;48;85,96;82,26
2016;Cali;48;88,60285714;79,21285714
2016;Medellin;48;91,96;81,53142857
2017;Barranquilla;48;82,82571429;100,4457143
2017;Bogota;48;84,47428571;82,21142857
2017;Cali;48;88,81714286;79,17142857
2017;Medellin;48;91,68142857;81,50571429
2018;Bogota;48;86,56857143;82,30714286
2018;Cali;48;90,47857143;79,26
2019;Barranquilla;48;83,71142857;100,4257143
2019;Bogota;48;81,21714286;82,25285714
2019;Medellin;48;90,33;81,53571429
2020;Bogota;48;79,40571429;82,26142857
2020;Cali;48;88,99142857;79,20857143
2020;Medellin;48;88,40571429;81,53857143
